"Arica"	"Cuya"	"Iquique"	"Pozo Almonte"	"Lagunas"	"Toconao"	"Calama"	"Chuquicamata"	"María Elena"	"Tocopilla"	"Mejillones"	"Antofagasta"	"Taltal"	"Diego de Almagro"	"Caldera"	"Copiapó"	"Tierra Amarilla"	"Vallenar"	"Huasco"	"Chanaral"	"Pichilemu"	"Vicuña"	"La Serena"	"Coquimbo"	"Ovalle"	"Combarbalá"	"Illapel"	"Salamanca"	"San Antonio"	"Valparaíso"	"Viña del Mar"	"Quillota"	"La Ligua"	"San Felipe"	"Los Andes"	"Santiago"	"San Bernardo"	"Rancagua"	"San Fernando"	"Curicó"	"Talca"	"Linares"	"Cauquenes"	"Quirihue"	"Chillán"	"Constitución"	"Talcahuano"	"Concepción"	"Coronel"	"Lota"	"Curanilahue"	"Lebu"	"Santa Bárbara"	"Los Angeles"	"Angol"	"Collipulli"	"Victoria"	"Carahue"	"Nueva Imperial"	"Temuco"	"Villarica"	"Loncoche"	"Toltén"	"Valdivia"	"Los Lagos"	"La Unión"	"Río Bueno"	"Osorno"	"Puerto Varas"	"Puerto Montt"	"Calbuco"	"Ancud"	"Castro"	"Chonchi"	"Quellón"	"Lonquimay"	"Puerto Aisén"	"Coihaique"	"Cochrane"	"Villa O'Higgins"	"Puerto Natales"	"Río Verde"	"Punta Arenas"	"Puerto Williams"
"Santa Bárbara"	2138.2351241186	2071.13561428323	1945.59465161779	1946.67397378288	1869.10748611787	1655.5048801309	1718.17415183053	1732.2795419046	1718.28996123311	1741.2681562308	1627.01775741	1566.55597168412	1372.18292320769	1270.10284666894	1183.96388190713	1157.12707323813	1144.6781280528	1018.62246577033	1025.73690934471	962.279085896184	365.835726881631	857.739993973869	866.899693965943	860.366799595489	790.857974631916	727.678520721432	676.137133360329	661.828163425252	454.131450951887	515.235521210706	517.775264552414	537.066924760309	583.651517758461	559.663330241133	553.43582656083	484.923082832348	468.005198051146	405.878932799256	355.820687090071	307.164236383708	248.271871894211	207.060496547354	192.009241951962	161.063206037271	119.22254348464	262.684318357112	143.779641804666	130.518738540619	123.362804580699	119.628766946046	118.231036106121	143.679079999603	0	37.9910484683813	62.1312227157296	48.3421729895849	69.2623515013089	153.168879323365	144.573111697485	127.620288021334	179.95461247366	196.337819485954	200.886469479984	259.073726407604	252.317448071342	305.652474840288	307.794880071408	337.119265796647	415.387571516598	429.671741095941	463.935271769029	491.937992364001	555.061086865783	569.945552079375	618.362739165229	109.309636843021	861.377721940004	878.449700483384	1067.93743061007	1201.46410216136	1562.57355956223	1666.25200626964	1724.97462503447	1948.2019859879
"Los Angeles"	2117.86681477848	2051.11544036725	1925.77178156014	1927.4401620645	1850.24668146248	1640.80503046665	1701.249302534	1715.28522605758	1699.8147683475	1721.69870181895	1607.14651404003	1546.914982158	1352.85394967064	1252.19299224816	1164.2278221705	1138.87426346875	1126.65479903869	999.665765944445	1005.30212602443	941.338140411351	344.010283063456	839.657317285039	846.86375966668	840.011864537576	771.330587761303	709.359029799363	657.389658144024	644.106374548268	434.594978197001	495.176268442927	498.183307538421	518.982167823035	565.251067990414	544.533441010012	539.139511972129	471.497010135099	454.715383260254	393.896756804023	343.114013943331	293.489045825291	231.326273592308	192.786745945503	166.830493092621	132.078520354435	98.2496952310798	236.950519426089	106.471200498484	92.9922583022242	85.4439123546554	81.8955870398283	86.515447692157	114.955659964514	37.9910484683813	0	47.9227803010746	55.9374240699444	86.6942311649896	155.977288183083	151.703009487673	142.523665392848	202.691779954106	213.680742255879	208.988713099542	270.778150025454	268.815134495926	320.960439225418	324.420647110325	352.650701909133	433.712333950555	448.565092051094	481.93837904684	506.231706623109	570.908460501422	585.779343483587	635.833677677022	146.536055236511	883.329087594306	902.112238787262	1090.52147347994	1224.12961358543	1585.4952091699	1690.47379411905	1749.75273022731	1975.81346454401
"Angol"	2157.80308316193	2091.34660712166	1966.18445532405	1968.30911890697	1891.41095113567	1684.67440758492	1743.78360933016	1757.77164765316	1741.29369260336	1762.35577560805	1647.59844665326	1587.56490563876	1393.80950382037	1294.2075158733	1204.9580759045	1180.704111953	1168.64893558085	1041.07679508069	1045.58090138125	981.254160630192	384.500939853225	881.802141197449	887.590528462465	880.496045195862	812.522002657392	751.478996654722	699.28580860232	686.705325400166	476.421283951107	536.449740369808	539.789125924912	561.563546546622	607.533856495387	588.776394325601	583.805709168562	516.670544001448	499.977665831916	439.796685181719	388.86345599518	339.022792130604	275.724489482978	238.64856728589	206.421892182898	168.66269383448	142.727180657661	274.806879069764	124.65535208163	110.90125781578	93.3876629130556	87.4289453311496	65.3128122441948	85.0990306528389	62.1312227157296	47.9227803010746	0	31.0050601699804	59.5722872004434	109.850873060868	107.86634080898	105.137674037413	170.859022045846	175.825530888704	164.541467822968	227.714959643291	229.241730545927	279.916998267248	284.3669612043	311.544426206914	394.360514470218	409.630391469065	442.11610006125	463.633518078614	529.195534614488	544.024507591445	595.174033575442	147.673185675763	846.182678862882	866.719287764004	1053.79749427434	1187.39004736192	1548.83390529573	1655.15877235308	1715.04543075319	1944.62216822749
"Collipulli"	2173.80361716522	2107.05176544623	1981.70460332891	1983.35116533746	1906.13402856124	1695.9898847532	1756.90605118177	1770.9535518987	1755.66887355886	1777.62315835359	1663.07922050121	1602.84078192535	1408.76402022692	1307.97550993691	1220.15316006151	1194.69180753871	1182.44574057556	1055.54305621621	1061.23948251348	997.270833850212	399.943189165952	895.437608522693	902.79349218994	895.947913361966	827.236322917326	765.155074089386	713.226076834464	699.81488424236	490.468679994115	551.091437927939	554.071437996017	574.717311414659	621.036466850644	599.687380267669	594.062033895844	526.116101786468	509.278961784252	447.945120626175	397.375790322493	348.017316180741	286.660857936873	247.280281879512	222.604456211467	187.017728759075	153.917768007695	292.488495105732	150.989770926478	137.067880532752	121.824950615463	116.238122311202	96.2030217184999	114.071920688465	48.3421729895849	55.9374240699444	31.0050601699804	0	32.0612433833342	105.410449333663	98.2772147371885	86.6135940439334	147.802034671355	157.743362469347	155.391052267564	215.892097444129	212.933992656522	265.263279914	268.559537384947	296.941822944488	377.779338699952	392.628122970211	426.020940666142	450.8502068725	515.239680135423	530.116585467708	579.970830745068	117.071175503096	827.581518348667	846.717363621198	1034.85949833822	1168.47217668512	1529.8664620869	1635.15138100909	1694.59685547892	1921.90148924628
"Victoria"	2203.90692645033	2137.03544800693	2011.61682238144	2013.05639821206	1935.70246685009	1723.88614605198	1785.73148137579	1799.8069532763	1785.09099375843	1807.44043764377	1692.99655943017	1632.67590888801	1438.48016501124	1337.16792828868	1249.99846814244	1224.00591006442	1211.67365511806	1085.10179239993	1091.30469060628	1027.4919244605	430.23573970663	924.663450598217	932.706583053602	925.965559307101	856.965897568126	794.449985942083	742.664465414781	728.881241959635	520.10950960452	580.928953752518	583.756471831965	603.889060164225	650.332198766313	627.742842112953	621.778661124947	553.474307838596	536.581874800161	474.709828925994	424.457155248761	375.493928392057	315.306806697847	274.987870750212	253.475039261996	218.534155654773	183.471350507244	323.644496654461	182.670556740909	168.768640568597	152.646396782435	146.826833296548	121.815207765237	134.566498446606	69.2623515013089	86.6942311649896	59.5722872004434	32.0612433833342	0	89.1727428893965	77.517907779821	58.4046663842827	116.090757486183	128.192760244655	132.400032436807	189.811391649871	183.956158798531	236.968376720889	239.580014834568	268.542238976115	348.104026074113	362.725684747799	396.512566511594	423.123508953302	486.74267391326	501.62857123674	550.747589461055	98.9012105141871	796.756366473861	815.419186448409	1003.87958462831	1137.4839157513	1498.83389695697	1603.79114348511	1663.11320497909	1889.95709808645
"Carahue"	2264.3682957937	2198.20516716883	2073.2321730957	2075.76793137504	1999.13498175501	1794.1953529937	1852.56452677776	1866.51924845415	1849.29798530674	1869.66016882035	1754.74179027775	1694.89817943681	1501.45155087027	1402.69287556647	1312.4680907442	1289.08319614115	1277.14770963598	1149.19014243956	1152.77438979092	1088.16739876068	492.619714953921	990.48874678482	995.246027851469	987.959811793534	920.58112044707	860.20611056908	807.900779849302	795.744029507493	585.18430052553	644.803805113806	648.35045194463	670.661372517439	716.440270656946	698.512144260542	693.622921305398	626.520651821149	609.824046329731	549.523332159087	498.626591478435	448.824555508252	385.554380633725	348.340473862888	314.826321800301	275.983137568135	252.570548205994	381.676147648331	221.638831311406	209.25679618004	186.753941773225	180.126798327174	137.521094663479	129.302711307774	153.168879323365	155.977288183083	109.850873060868	105.410449333663	89.1727428893965	0	18.5304608806198	51.2366424321392	103.069180485289	87.000317241601	56.5054248798069	120.874713530859	130.096077081319	175.877551225248	182.19564384304	206.879932631811	291.788963326585	307.631411195844	338.341386812731	355.85860731596	422.317440269658	437.057488718437	489.490514727583	171.143060982617	744.945932697993	768.203291414839	952.799724204381	1086.18619075713	1447.41538536294	1555.63557661107	1616.39559950707	1851.38068789289
"Nueva Imperial"	2265.32697262812	2198.9593536728	2073.84813953665	2076.07115339815	1999.2214015408	1792.13419307749	1851.61668252373	1865.61016380754	1849.14034360909	1870.08093087964	1755.28179738373	1695.29384757487	1501.59963260367	1402.07251677937	1312.71778270338	1288.57030186666	1276.5138865894	1148.92788126567	1153.25896057988	1088.848923968	492.324075412185	989.657630036178	995.369256678863	988.233072203145	920.36290420397	859.332828898354	807.149124428529	794.502619214289	584.279850701275	644.309791801018	647.655391384303	669.352265236704	715.366951048653	695.990810707457	690.74831441484	623.193961332676	606.416965952918	545.520346380547	494.786198871189	445.190786945792	382.760843022697	344.475730999672	314.253086680756	276.15539246306	249.542704846494	382.234023582515	225.402261235838	212.529488373559	190.951544231924	184.352718663564	143.995809798363	139.415764724058	144.573111697485	151.703009487673	107.86634080898	98.2772147371885	77.517907779821	18.5304608806198	0	32.9789454126834	87.0840370689755	75.626160316357	57.3075223962668	119.848626076849	123.876888512643	172.712466135298	177.911882631323	204.205591739715	288.006179346175	303.572865915541	335.29553611499	355.767228264871	421.429125486475	436.245236188041	487.734134432592	153.903381980556	740.856794589135	762.982188031272	948.663732695866	1082.16822001845	1443.54066566279	1550.97543092764	1611.40167288495	1844.57694408247
"Temuco"	2260.33359700154	2193.61739787288	2068.28684786981	2069.9607639915	1992.74751766973	1781.99569749399	1843.37809817012	1857.43526354657	1842.27480999831	1864.22195264846	1749.66199470367	1689.43778458976	1495.37395769906	1394.54554606961	1306.75087565734	1281.28245512282	1269.02163595577	1142.15564128032	1147.79336150964	1083.77346153479	486.460851832883	982.009495381894	989.384207526325	982.517618653442	913.847645772245	851.737365188756	799.827716378051	786.344374741027	577.081419099697	637.698332589112	640.685028559695	661.268482809894	707.615298557245	685.76076730266	679.918942575462	611.710395349827	594.829734644178	533.052232691518	482.740269975106	433.674624377214	372.99431695877	333.068567778256	308.865835935717	272.463255831706	240.490804344774	378.373683118707	228.789831788195	215.269378907134	195.764046939472	189.367149805598	154.080108175232	155.78673223747	127.620288021334	142.523665392848	105.137674037413	86.6135940439334	58.4046663842827	51.2366424321392	32.9789454126834	0	68.2262528373565	71.2956089510271	76.9112117904382	131.534789366791	126.328124777124	178.895692785429	181.965069479734	210.536838616771	291.205598278827	306.124146959144	339.414771717091	364.877217405658	428.833105559666	443.715466714143	493.36713783583	121.618529052271	741.724935032515	761.72971153165	949.19638766545	1082.80626312527	1444.24279951986	1550.1980649891	1609.9875826941	1839.70521028511
"Villarica"	2318.17436192612	2251.08944190541	2125.54875921079	2126.59398758034	2048.98097378573	1833.58669504349	1897.49549643653	1911.62813145221	1898.09924264504	1921.21581860186	1806.97233063022	1746.50770854737	1552.12201059317	1449.81402361806	1363.91848363752	1336.93047920237	1324.43262330205	1198.54338073889	1205.64741659529	1142.10764470855	545.23892179755	1037.55069408159	1046.83832241597	1040.27639706365	970.812517586253	907.552539274481	856.066331503932	841.614675791328	634.067776196105	695.136665679969	697.716780358313	716.952205853478	763.562195923704	738.659699075495	732.025953576647	663.16738205685	646.214713410045	583.490501124215	534.094778815919	486.116265910307	428.187176241066	386.644701944215	369.252181730928	334.624415521581	298.200633502907	439.585424311806	295.421232164558	281.725566365764	263.067006537363	256.76211217665	222.305207748063	223.134904161216	179.95461247366	202.691779954106	170.859022045846	147.802034671355	116.090757486183	103.069180485289	87.0840370689755	68.2262528373565	0	35.83236970207	84.8793049845624	104.188196730572	81.5802749261879	134.210398084037	133.342535809318	163.901759872537	236.881826671838	250.629780902026	285.487578210973	318.106514568297	378.490303666167	393.316797646661	439.900972722522	127.717852951455	681.593751952318	699.538938622918	888.411392895203	1021.98746951755	1383.24728867267	1487.82416989003	1547.06097172926	1774.27014635354
"Loncoche"	2331.54622850774	2264.7908193716	2139.43337144278	2141.02056014785	2063.74128693829	1851.81439533615	1913.92278943751	1927.99918341673	1913.19128592309	1935.3292231917	1820.80795054197	1760.55088402793	1566.4340680391	1465.32960599715	1377.86335129141	1352.13666492165	1339.82652704955	1213.13720596821	1218.98223528941	1155.00568262625	557.680519619457	1052.81269887199	1060.51620011439	1053.6866997364	984.903147653013	922.578299919467	870.743110350007	857.056231442185	648.083471766352	708.785978627176	711.710120248605	732.041268929796	778.455203974667	755.810862489056	749.716738791542	681.256068237828	664.340622805502	602.178117600618	552.158241674881	503.420756367142	443.499389818217	403.058983147773	380.154445902508	343.704489091503	311.412827166384	449.654863582479	298.094569493362	284.815067367079	264.284080165029	257.758663711426	219.068373301513	214.933102378722	196.337819485954	213.680742255879	175.825530888704	157.743362469347	128.192760244655	87.000317241601	75.626160316357	71.2956089510271	35.83236970207	0	52.9334765937876	70.7887461438363	56.0030415792803	109.580972041982	111.47653924053	140.869731417303	220.066210187331	234.885828004488	268.389417087923	295.85411613143	358.737695726309	373.623162300243	422.561102527108	159.546693609686	670.518856975967	690.931699264007	878.052272657859	1011.65573618526	1373.09872554828	1479.3477123102	1539.31111605113	1770.45824334987
"Toltén"	2320.72745454896	2254.51615268605	2129.50611717096	2131.94891960384	2055.24162416568	1849.16597867934	1908.21529587731	1922.19028371333	1905.31108550918	1925.87593836918	1810.99143150236	1751.10419723003	1557.57327738495	1458.49829816828	1368.62069652534	1344.93546095072	1332.94375472263	1205.14700175894	1208.99714147616	1144.44401579735	548.5138702855	1046.17884534442	1051.34558674146	1044.1106207183	976.547026086927	915.868278386186	863.620482561892	851.204387589539	640.807018889915	700.631419588295	704.084556180075	726.073259716054	771.987546908493	753.117087595136	747.949015331462	680.459141240316	663.690275790541	602.827249925836	552.087472695063	502.476855584797	439.91426844567	401.771127779066	370.548072406217	331.996472432309	306.706711805603	437.857510168726	278.102441978242	265.75818635754	243.181849642949	236.555802023663	193.421879591511	182.713546327353	200.886469479984	208.988713099542	164.541467822968	155.391052267564	132.400032436807	56.5054248798069	57.3075223962668	76.9112117904382	84.8793049845624	52.9334765937876	0	64.3763022893858	77.6374053486157	119.813626626065	126.763224989771	150.557334336788	235.754648125672	251.70581914368	282.009218352701	299.623198327234	365.896192832213	380.652535933961	432.986617379889	192.287211560747	688.836640497342	712.644405057398	896.682902750361	1030.01607161431	1391.18131122975	1499.69681665612	1560.61521409991	1796.82879486173
"Valdivia"	2384.83437672761	2318.55663616784	2193.49757172932	2195.81793535994	2119.0161700552	1911.57867086587	1971.43111201089	1985.4300517034	1968.97059761794	1989.79295740368	1874.95437895227	1815.01128056139	1621.37728403463	1521.91959182362	1432.46886208278	1408.41886188888	1396.36093392838	1268.76343511905	1272.93848473606	1208.4557578553	612.143729502527	1109.49591779373	1115.1423088297	1107.96980520495	1040.19049486675	979.170000732555	926.994830106801	914.291778978153	704.122068367328	764.153996775991	767.503890427093	789.137649428589	835.187471213888	815.310898295294	809.850824555191	741.997182652998	725.166090366457	663.786881538896	613.261010518638	563.900594135188	502.098854348764	463.155374405117	434.084029868329	395.830002080234	368.937066132136	501.819025521005	342.474490458388	330.131361264216	307.543104153057	300.917776487228	257.548413312543	245.532752875792	259.073726407604	270.778150025454	227.714959643291	215.892097444129	189.811391649871	120.874713530859	119.848626076849	131.534789366791	104.188196730572	70.7887461438363	64.3763022893858	0	35.9559953402979	56.6009067667159	65.2738247445207	86.4780556249403	172.037860417058	188.138357823284	217.804763650611	235.918635228025	301.77108184515	316.559066221144	368.643001462532	230.312222408103	624.826467711184	649.272341564775	832.648473355265	965.919485464196	1327.0121117892	1435.82603956809	1496.91008796952	1734.46093001258
"Los Lagos"	2386.44252285591	2319.79599487391	2194.50107743292	2196.24620151705	2119.06075120502	1907.75250793173	1969.61837109669	1983.68408347814	1968.60181362363	1990.4757884165	1875.8791426454	1815.68783690219	1621.66184467875	1520.86327215748	1433.00487255634	1407.60919926274	1395.34260572903	1268.4745841688	1273.96110948671	1209.85554982485	612.608254343306	1108.32913889569	1115.62572081165	1108.7180097074	1040.14315300026	978.061833448915	926.155693091954	912.640481956225	703.400449489339	763.982380433061	766.996791378579	787.579293534464	833.938875206217	811.68363491914	805.645249888092	737.220340649645	720.308439570527	658.17419426895	608.131715725515	559.346825163902	499.188992804637	458.924044833947	434.798693238857	397.777477880146	366.816815822656	503.884734144512	349.248486087427	336.300522240558	314.827995655913	308.22795518887	267.169721129151	259.019693925713	252.317448071342	268.815134495926	229.241730545927	212.933992656522	183.956158798531	130.096077081319	123.876888512643	126.328124777124	81.5802749261879	56.0030415792803	77.6374053486157	35.9559953402979	0	53.7461411474573	55.6507952498535	84.8753017468597	165.177447748032	180.388662676803	213.189659547442	239.88824002781	302.810612116069	317.696800851519	367.039089549475	209.18091506244	617.267712352453	639.105449724304	825.017726946391	958.56261943774	1319.97767901319	1427.13748371697	1487.52657212724	1721.34631731918
"La Unión"	2437.71648352898	2371.228997451	2246.03023033538	2248.01067177308	2170.97228864517	1960.84493428109	2022.16802799188	2036.21345348409	2020.66261161184	2042.13013258698	1927.42868261839	1867.33696155404	1673.45744922366	1573.14478798121	1484.68756907224	1459.79746234445	1447.60237790974	1320.46277933867	1325.42911136299	1261.15483885165	664.173225716034	1160.61228041798	1167.29831032889	1160.28190666636	1092.01373694701	1030.30744403775	978.299352949509	965.055962195587	755.451321044435	815.846971861065	818.987397351822	839.939871781602	886.206513515404	864.645065289439	858.74294985914	790.429195673931	773.530563487418	711.527107742483	661.38234845597	612.462137423361	551.862542242548	511.921477562692	486.156025496943	448.559438079675	419.153834492499	554.697423211118	397.339617855308	384.75015237133	362.546372191285	355.92006079852	313.20568248865	301.953307207342	305.652474840288	320.960439225418	279.916998267248	265.263279914	236.968376720889	175.877551225248	172.712466135298	178.895692785429	134.210398084037	109.580972041982	119.813626626065	56.6009067667159	53.7461411474573	0	12.3450085164652	31.6933158916915	115.948542615904	131.897658270389	162.646828722064	186.313122271639	249.976794220706	264.854599144418	315.268003112147	260.951632215154	569.081786198364	592.938312745189	776.93454007527	910.309596636265	1271.54271175725	1379.88671597804	1440.81012765828	1677.87588943181
"Río Bueno"	2441.90049532609	2375.2972827028	2250.02611865274	2251.82343104547	2174.66439701601	1963.28810813991	2025.26680326711	2039.33333569169	2024.22682163656	2046.02906740895	1931.40747521125	1871.23902676059	1677.2425328293	1576.5084345639	1488.56075252771	1463.24665934045	1450.98600525108	1324.08641156343	1329.46334584758	1265.31009987539	668.117643758089	1163.97326332879	1171.17569383096	1164.2421406596	1095.73284948665	1033.70243454945	981.785605991922	968.290373582646	759.014685733316	819.565911948584	822.602910885718	843.226590324053	889.580292792461	867.277178201176	861.192922367726	792.71796034462	775.7994513973	713.58049720301	663.612148953059	614.897257139289	554.835579581843	514.520192949994	490.234101534964	453.005819636929	422.455817063933	559.142107668095	403.122876073152	390.372509513226	368.464037265151	361.843972499093	319.711601691318	309.407142544204	307.794880071408	324.420647110325	284.3669612043	268.559537384947	239.580014834568	182.19564384304	177.911882631323	181.965069479734	133.342535809318	111.47653924053	126.763224989771	65.2738247445207	55.6507952498535	12.3450085164652	0	30.66634431898	110.11190402016	125.675556542546	157.766110767434	185.083903141804	247.266764633408	262.151610770562	311.414098192405	258.774650094482	563.033116225165	586.031362804326	770.869069723112	904.336046108561	1265.67592734049	1373.49530163495	1434.20229995475	1670.14041777754
"Osorno"	2469.34718319703	2402.87798338599	2277.68919080684	2279.6887377415	2202.65879945647	1992.42818105537	2053.84787303945	2067.89488794855	2052.35442515465	2073.80053288753	1959.09045992561	1899.0074066389	1705.13861225044	1604.83711228298	1516.3618621102	1491.49076053108	1479.29501050912	1352.15337133326	1357.08628574549	1292.79524583094	695.846714221004	1192.3041822323	1198.9734910022	1191.9488558107	1123.70062056217	1061.99992760529	1009.99266880882	996.742331496204	787.14428844983	847.535017485307	850.679241815139	871.628349464122	917.898271738848	896.258453667638	890.31939632673	821.96594156824	805.061814599877	742.996102034021	692.900150981962	644.02927113084	583.521553008116	543.519544796426	517.819909718106	480.168584042317	450.838929474097	586.300209231586	428.483895016905	415.97845364465	393.630040321743	387.002822693721	343.94372564009	331.884976660622	337.119265796647	352.650701909133	311.544426206914	296.941822944488	268.542238976115	206.879932631811	204.205591739715	210.536838616771	163.901759872537	140.869731417303	150.557334336788	86.4780556249403	84.8753017468597	31.6933158916915	30.66634431898	0	85.7056297143943	101.918554724878	131.463665564853	155.033898033083	218.305424136432	233.1855516698	283.629680084193	289.422338114704	538.359484304742	562.964593036108	746.189528919068	879.485895761528	1240.62664576437	1349.34805390493	1410.45155855299	1648.72632970554
"Puerto Varas"	2551.52965329991	2484.8225254036	2359.48383186103	2361.08527272772	2283.78700621922	2070.36727799727	2133.55185143129	2147.65154777236	2133.19501443888	2155.39316584225	2040.85848123161	1980.61352250513	1786.499228816	1685.23620509427	1597.92574536884	1572.10432343774	1559.75517751186	1433.18253964844	1438.99880020875	1374.9564160864	777.660419648825	1272.75127071755	1280.57194006129	1273.72128734071	1204.96859078736	1142.55105564082	1090.76334887709	1076.93298325185	868.142278886879	928.851036735531	931.772765212132	951.978688999778	998.435194370635	974.988425722584	968.571792116512	899.826936218664	882.881148760196	820.275969861638	770.711301373701	722.429604134952	663.296723809552	622.443605074228	599.939098835831	562.944630110192	531.466768555855	669.059114448246	513.092119967345	500.403930099142	478.362345621856	471.738092808352	429.15412215067	417.546673340859	415.387571516598	433.712333950555	394.360514470218	377.779338699952	348.104026074113	291.788963326585	288.006179346175	291.205598278827	236.881826671838	220.066210187331	235.754648125672	172.037860417058	165.177447748032	115.948542615904	110.11190402016	85.7056297143943	0	16.3519299967114	48.6124064591729	92.108066099203	143.034723627311	157.643904208005	203.080315912665	355.246921600392	453.158084313206	477.270201968856	661.011812552115	794.41685501616	1155.69883928489	1263.94220259185	1324.91234162496	1563.14375460896
"Puerto Montt"	2566.43172017649	2499.66152444683	2374.2852806237	2375.7815673079	2298.41528406079	2084.21332980373	2147.82422740283	2161.93648592276	2147.75348296803	2170.14603159233	2055.66074587455	1995.37495224887	1801.20356973957	1699.70100097159	1612.69088484293	1586.62895003324	1574.24221362741	1447.82012511959	1453.8627282697	1389.8891567431	792.565765457871	1287.25605799456	1295.36464997214	1288.55916407517	1219.68347746916	1157.09419735416	1105.36610342159	1091.39631367469	882.831945705658	943.608818884627	946.47546155383	966.498350345465	1012.99277563507	989.123081139845	982.597809974567	913.779078076344	896.828072279912	834.119714324149	784.688707640629	736.554456573578	677.751095158659	636.724053663151	614.960505513016	578.13747033513	546.167810683214	684.222224321721	528.787955100312	516.048046449411	494.101955168184	487.479801508442	445.059502223992	433.669273411396	429.671741095941	448.565092051094	409.630391469065	392.628122970211	362.725684747799	307.631411195844	303.572865915541	306.124146959144	250.629780902026	234.885828004488	251.70581914368	188.138357823284	180.388662676803	131.897658270389	125.675556542546	101.918554724878	16.3519299967114	0	35.9739332226439	86.9854620493946	131.780844303567	146.109728498167	189.398237255349	367.313753526743	437.378821873494	461.134322329123	645.224606717669	778.672498765294	1140.00189161685	1248.02173960073	1308.91251314368	1546.85480565161
"Calbuco"	2599.62809376785	2532.98439439224	2407.68158788853	2409.37147947343	2332.12405930255	2118.97758162831	2182.07652780735	2196.17154625649	2181.57939442083	2203.6350600827	2089.05834269338	2028.84979669412	1834.7841457479	1733.67793711316	1646.16365008197	1620.51384016065	1608.1860998652	1481.52147317015	1487.14989178678	1423.03917256523	825.797062885513	1321.17595431534	1328.79223496087	1321.9010434737	1253.25491625367	1190.95597950467	1139.13241019743	1125.38322347504	916.458502355419	977.112035797576	980.076741004669	1000.40158796101	1046.83484430507	1023.56119828564	1017.16581218744	948.430965306317	931.485795795459	868.88757446992	819.313369316798	771.00790177314	711.763784924356	670.982223148183	647.970664704781	610.765620074388	579.797627071376	716.904466146442	559.926152181014	547.380327394561	525.08705928556	518.459870079053	475.350418067965	462.683450599176	463.935271769029	481.93837904684	442.11610006125	426.020940666142	396.512566511594	338.341386812731	335.29553611499	339.414771717091	285.487578210973	268.389417087923	282.009218352701	217.804763650611	213.189659547442	162.646828722064	157.766110767434	131.463665564853	48.6124064591729	35.9739332226439	0	58.5379161197311	95.8367346652167	110.136554729115	154.475368218877	403.138412464543	407.160784663225	433.171624647467	614.927196391788	748.138841176592	1109.20749068833	1218.27996446387	1279.63151200737	1520.30373842905
"Ancud"	2620.18268617131	2554.05872492917	2429.09016598242	2431.5720402411	2354.8498145447	2146.81425737123	2207.28839523441	2221.29670877062	2204.86191381729	2225.49318975775	2110.59323092116	2050.7238604716	1857.18858191655	1757.8347830071	1668.24284967252	1644.33749623685	1632.27613860488	1504.66482290136	1508.61086297552	1444.02510900574	848.032193115891	1345.39724739315	1350.95687659596	1343.73312064505	1276.08219241347	1215.07031479912	1162.90826671322	1150.12423083233	940.031252894368	1000.06823622228	1003.42206831668	1024.96976748714	1071.06562039813	1050.52452411403	1044.77986765417	976.581950634288	959.696274889924	897.790868411287	847.580645960751	798.551368577702	737.483723846119	697.92235868709	669.988293796672	631.604766100824	604.477149748936	737.476851660981	576.292538606382	564.413623566572	541.243834010916	534.652036401563	489.941082623034	473.984452482435	491.937992364001	506.231706623109	463.633518078614	450.8502068725	423.123508953302	355.85860731596	355.767228264871	364.877217405658	318.106514568297	295.85411613143	299.623198327234	235.918635228025	239.88824002781	186.313122271639	185.083903141804	155.033898033083	92.108066099203	86.9854620493946	58.5379161197311	0	68.1465967434277	82.3008801350782	138.019804478273	441.238035146315	402.891844504415	435.023940072565	608.524934542161	740.347675450153	1099.62013295911	1211.70128682911	1274.28370819717	1521.79074939212
"Castro"	2686.59887221887	2620.32607133923	2495.25387427366	2497.49518960034	2420.60051428253	2210.55193903947	2272.14156260218	2286.18446686764	2270.41736273407	2291.50967696033	2176.69928714632	2116.72290124866	1923.00497481031	1823.04392437423	1734.14187312584	1709.65262764035	1697.49451216028	1570.19636490967	1574.67802343535	1510.22200778175	913.691908351974	1410.52358427199	1416.78306162076	1409.66160997021	1341.67982040154	1280.20844528006	1228.15517792412	1215.01462002435	1005.28088391632	1065.55088024787	1068.77341592077	1089.88884453799	1136.12377305885	1114.4850096799	1108.45059062679	1039.98390211273	1023.06438112003	960.805000373261	910.875327579003	862.15269096972	801.824632645736	761.727089381259	735.613862525505	697.56095932821	669.120873447503	803.582876471165	643.314968661812	631.284966066252	608.279195996539	601.674169450617	557.224242453011	541.736916604126	555.061086865783	570.908460501422	529.195534614488	515.239680135423	486.74267391326	422.317440269658	421.429125486475	428.833105559666	378.490303666167	358.737695726309	365.896192832213	301.77108184515	302.810612116069	249.976794220706	247.266764633408	218.305424136432	143.034723627311	131.780844303567	95.8367346652167	68.1465967434277	0	14.8862004002769	70.0703209289128	498.272672066356	335.539123935124	369.166908825652	540.611979099166	672.278811578132	1031.47362082879	1143.64912224481	1206.31921518405	1454.85182692038
